AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,WS_HR,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,PM2.5
33.8,0.27,1.2,6,7.2,61.1,20,3.2,0,57,1.6,320,318,3.4,10
32.9,0.19,1.2,5.8,7,44.6,19,2.2,0,59,1.3,339,348,2.9,6
32.5,0.23,1.2,6.2,7.4,52.8,21,1.3,0,60,1.8,25,36,1.6,10
32.2,0.25,1.4,6.8,8.2,46.8,18,1.3,0,61,2.2,18,344,2.7,8
32,0.22,1.7,9.9,11.7,35.8,16,1,0,60,3.6,5,51,1.8,9
31.3,0.25,1.5,12.7,14.2,30.4,17,1.2,0,62,5.2,7,342,1.8,8
30.6,0.27,1.5,13.9,15.5,28.5,45,1,0,66,4.3,35,328,1,7
30,0.25,1.1,12.5,13.6,26.1,17,0.9,0,67,2.7,357,208,0.8,6
29.1,0.27,1.4,10.4,11.8,16.2,16,1.7,0,74,1.2,183,174,2.2,10
28.7,0.22,1.3,7.9,9.3,13.5,13,1.9,0,75,0.4,195,193,2.3,6
28.2,0.17,1.3,5.6,6.9,12.5,17,2.2,0,77,0.4,184,185,2.1,5
27.9,0.16,1.3,4.7,6.1,10.2,19,1.8,0,79,0.3,182,171,1.7,16
27.7,0.15,1.3,4.5,5.8,8.8,10,1.7,0,79,0.3,193,185,1.9,8
27.7,0.14,1,3.8,4.9,9.7,15,2.1,0,78,0.2,184,178,2.2,11
27.6,0.13,0.5,4.6,5.1,9,17,2,0,78,0.9,187,190,1.9,10
27.6,0.13,0.5,3.9,4.5,8.3,14,1.9,0,79,1,183,150,1.8,8
27.5,0.24,1.5,4.5,6,7.2,17,1.6,0,79,0.7,185,198,1.6,9
27.8,0.27,3.6,5.8,9.4,7.4,16,1.8,0,77,0.8,190,197,1.7,9
29.2,0.28,5.4,6.2,11.6,12,17,1.4,0,73,0.7,160,153,1.1,8
31.2,0.25,2.7,5.6,8.4,27,21,0.9,0,65,1.4,317,320,1.2,8
31.4,0.26,0.7,12.9,13.7,43.1,45,1.6,0,67,4.5,327,297,2.5,15
29.2,0.36,1.3,17.2,18.5,33.2,23,0.8,0,78,1.6,210,210,1.1,16
29.4,0.48,1.1,19.5,20.7,24.3,26,0.8,0,79,1.5,222,224,1.1,13
29.5,0.5,0.9,20.1,21,20.3,22,0.6,0,78,1.2,237,256,0.9,15
29.2,0.44,0.9,19,20,15.2,26,1.1,0,79,1.1,177,139,1.9,15
29.1,0.31,1,12.6,13.6,12,22,1.7,0,76,0.8,182,202,2.4,12
28.6,0.23,1.1,7.7,8.9,10.4,19,2.1,0,77,0.4,186,203,2.6,8
28.3,0.18,0.7,6.3,7.1,9.4,17,1.6,0,77,0.4,178,177,1.5,8
28.1,0.16,0.9,5.3,6.3,10,29,2.1,0,78,0.5,187,189,2.2,8
28,0.12,0.7,3.7,4.4,10.1,15,1.8,0,78,0.6,168,196,2.2,7
27.6,0.12,0.5,4.1,4.6,8.6,17,2,0,79,0.7,190,186,2,7
27.3,0.15,0.6,3.6,4.2,8.8,16,2.1,0,80,0.6,186,167,2,6
27.3,0.15,0.3,3.2,3.5,9.7,16,2,0,79,0.6,180,186,1.7,5
27.1,0.25,0.8,3.3,4.1,9.3,19,2,0,79,0.3,187,188,2.2,10
27.5,0.28,2.1,3.7,5.8,8.9,18,1.6,0,78,0.3,179,156,1.5,7
28.9,0.32,4.5,6.7,11.2,13.4,25,1.2,0,74,0.5,182,178,1.7,9
30.8,0.37,4,6.7,10.7,27.5,26,0.5,0,68,0.8,193,285,1.8,11
31,0.32,1.2,12.9,14.1,34.1,21,1,0.8,71,1,312,230,1.1,10
30.5,0.41,4.7,17.8,22.5,14,16,0.8,0,75,0.7,177,174,1.4,6
30.8,0.51,4.6,20.5,25.2,11.7,19,0.8,0,75,1.1,163,144,1.4,8
30.3,0.48,2.7,20.7,23.5,14.2,23,0.5,0,74,1.3,321,319,2.1,8
27.6,0.3,1,10.8,11.8,26,14,1.7,0,80,0.7,306,331,1.5,6
27.2,0.26,0.4,10.1,10.5,25.6,14,0.9,0,79,0.4,13,12,1.5,4
27.6,0.29,0.6,10.9,11.5,23.3,9,0.1,0,76,0.5,36,145,1.1,2
27.5,0.36,1,17.2,18.2,11.3,8,1.2,0,80,0.4,185,184,1.2,3
27.4,0.29,0.8,12.5,13.3,10.9,9,1.6,0,81,0.6,186,194,1.9,5
27.4,0.21,0.9,7.2,8.1,6.8,28,1.3,0,82,0.4,191,193,1.2,15
26.9,0.21,1,7.3,8.3,4.8,19,1,0,83,0.6,207,201,1.7,8
26.5,0.21,1,7.2,8.2,3.1,19,0.8,0,85,0.5,205,267,0.8,5
26.2,0.17,0.9,6.3,7.2,5.4,19,1.1,0,85,0.9,202,184,1,8
26.2,0.17,1.7,5.8,7.6,2.4,19,1.4,0,85,0.7,198,192,1.6,6
26.1,0.21,1.9,5.2,7.1,4.2,18,1.1,0,84,0.7,206,212,1,6
26.9,0.28,5.9,5.7,11.6,3.7,16,1.2,0,81,0.9,186,185,1.2,6
28.6,0.31,8.5,5.8,14.4,7.2,14,1.3,0,75,0.8,186,186,1.4,6
30.5,0.36,6.5,7.4,13.9,14.8,17,0.2,0,68,1.2,256,319,1.5,5
31.7,0.36,4,9.2,13.2,32.6,14,1.3,0,63,1.6,317,311,1.8,6
32.8,0.41,2.2,10.1,12.3,53.8,19,1.2,0,58,1.8,339,322,1.9,8
33.4,0.39,1.4,11.6,13,64.9,21,1.4,0,56,1.9,346,38,1.8,9
34.6,0.27,1.5,9.3,10.8,58.3,19,1.3,0,54,2.3,34,358,2.6,5
34.4,0.18,2.1,9.1,11.2,44.4,19,2.1,0,55,5.3,2,3,2.4,5
34.5,0.17,2.9,8.9,11.8,35.4,10,1.4,0,55,4.7,19,51,3.1,3
34.8,0.17,3.3,6,9.4,20.4,9,2.8,0,49,2.7,117,111,4.5,0
34,0.15,3.2,3.9,7.2,13.6,8,3.1,0,45,1,113,126,3,0
32.9,0.18,3.4,4.7,8.1,12.9,6,2.1,0,51,0.8,113,110,2.6,0
31.6,0.2,2.4,4.9,7.4,12,7,1.4,0,58,0.7,108,113,2,2
31.1,0.21,1.9,5.7,7.6,14,5,1.4,0,61,0.8,109,92,2.4,2
30.6,0.16,1.3,4.2,5.5,16.3,2,1.7,0,64,0.5,107,123,2.1,2
30.5,0.14,0.9,3.8,4.8,16.7,4,2.5,0,64,0.5,137,146,2.3,1
30.3,0.11,0.7,3.1,3.8,17,4,2.6,0,64,0.2,131,136,2.8,5
30.1,0.12,0.6,3.3,4,16.5,4,1.5,0,65,0.6,103,89,2,4
30,0.12,0.7,3.4,4.1,15.4,6,2.4,0,64,0.6,119,127,3,3
29.4,0.13,0.7,4,4.7,12.8,8,1.8,0,66,0.7,155,204,2,2
28.6,0.14,0.5,4.6,5.1,10.8,7,1.3,0,69,1.1,193,190,1.5,1
28.1,0.13,0.8,6.5,7.4,8.2,6,1,0,70,0,205,191,1.1,1
27.5,0.13,1.1,6.4,7.5,5.3,8,1.3,0,72,0,187,207,1.4,4
27.5,0.23,1.5,6.2,7.7,7.1,8,1.7,0,73,0,180,158,1.8,6
28.2,0.29,4.6,5.9,10.5,7.8,10,1.8,0,72,0,189,173,1.5,6
30.7,0.26,4.8,5,9.9,13,6,1.7,0,63,0,137,174,2.1,3
33.5,0.15,2.3,3.8,6.1,23.8,5,2.4,0,52,0.5,131,86,3.1,2
34.4,0.15,2.2,4.2,6.5,26.4,3,2.2,0,50,0.4,105,121,3.8,1
35.3,0.14,2.2,4,6.3,24.3,13,3.6,0,46,0.7,124,138,5,0
34.7,0.13,1.7,2.9,4.6,23.5,13,5.1,0,48,0.7,136,143,5.6,0
34.5,0.13,1.9,3,4.9,20.3,8,4.2,0,49,0.6,139,138,4.6,0
34.1,0.12,2.1,2.6,4.7,19.2,16,4.8,0,50,0.4,136,128,4.7,0
33.5,0.12,2.2,3,5.2,18.2,9,4.1,0,53,0.5,129,141,3.8,0
33.2,0.15,2.1,2.9,5,18.5,6,3.4,0,53,0.5,138,109,3.9,0
32.4,0.17,2.4,3.9,6.4,17.1,5,2.5,0,55,0.4,114,141,2.2,0
31.3,0.19,2,4.5,6.5,16.4,6,2.4,0,58,0.3,134,97,2.2,2
30.6,0.18,2,4.5,6.5,16.7,5,2.8,0,60,0.5,131,139,4.2,2
29.2,0.09,0.7,2.8,3.5,13.2,9,2,0,66,1.1,122,129,1.8,3
29.6,0.12,1.6,3.5,5.2,12.1,5,1.8,0,64,1.2,128,146,2.3,3
30.4,0.15,3.3,4.5,7.8,11.9,4,1.6,0,62,1.1,92,76,2.4,2
31.6,0.17,3.7,4.2,8,13.5,9,2.3,0,58,1.2,116,111,2.6,0
33,0.16,3.1,3.7,6.9,15.8,8,2.4,0,54,1.1,121,119,2.3,0
33.7,0.14,2.5,3.6,6.1,17.3,9,2.4,0,51,1.1,100,95,2.7,0
34.8,0.14,2.6,3.7,6.4,19,10,2.7,0,47,1.3,115,121,3.6,0
35.1,0.13,2.4,3.3,5.8,19.5,5,2.9,0,46,1.2,118,130,3.1,0
35.4,0.11,2,2.9,5,19.2,4,2.7,0,45,1.1,118,133,2.8,0
35.1,0.12,1.9,3.1,5,18.5,9,2.7,0,47,1.1,124,120,3.5,1
34.1,0.12,1.9,3.1,5.1,16.5,15,3.7,0,49,1.2,139,135,4.3,2
33.4,0.12,1.9,2.7,4.6,14.8,6,3.7,0,50,1.2,136,135,3.8,0
32.4,0.15,2.3,3.7,6,15,8,2.5,0,55,1.4,135,115,1.7,1
31.5,0.18,2.1,4.2,6.3,14.1,8,2.1,0,59,1.1,109,117,2.5,4
30.9,0.17,1.7,4.8,6.6,13.4,8,2.2,0,62,1.3,111,103,2.9,3
30.3,0.16,1.8,5.2,7,11.8,8,2.2,0,66,1,98,85,2.8,3
29.7,0.16,1.5,6.7,8.3,9.5,11,1.9,0,69,1.2,95,95,2.5,7
29.5,0.14,1.2,5.9,7.2,10.5,8,1.5,0,68,1.2,97,88,1.3,4
29.3,0.13,1.1,5.6,6.7,11,5,1.6,0,70,1.1,90,115,1.8,2
29.2,0.11,1,4.8,5.8,10.9,14,1.5,0,69,1,102,94,1.8,9
28.9,0.1,1,4.2,5.2,11,9,1.5,0,69,0.9,101,102,1.6,6
28.7,0.09,0.7,3.5,4.2,11.2,5,1.5,0,71,1,87,81,1.7,0
28.5,0.1,0.7,4.9,5.7,12.1,5,1,0,73,1,101,130,1.2,0
28.8,0.09,0.7,3.7,4.4,14.9,6,1.2,0,70,0.7,103,79,1.5,1
28.5,0.11,0.9,4.9,5.9,13.5,5,0.5,0,72,0.8,81,190,0.5,1
29.1,0.15,2,5.1,7.2,15.2,4,1,0,68,1.2,84,134,1.9,2
30.4,0.16,1.9,3.6,5.6,19.3,6,1.5,0,62,0.8,110,87,2.1,4
31.6,0.15,2,3,5,22.2,7,1.7,0,57,0.8,112,104,2.5,2
32.5,0.15,1.8,2.9,4.8,24.7,11,2.7,0,52,0.8,105,115,3.9,1
33.4,0.14,1.8,3,4.9,26.4,10,3.3,0,48,0.9,114,106,4,2
34.4,0.15,2.1,3.7,5.9,26.7,10,2.6,0,46,0.8,110,81,3.7,2
34.7,0.14,1.8,3.4,5.3,27.7,8,2.7,0,45,0.9,103,112,3.6,2
34.6,0.12,1.5,3,4.6,30.4,11,3.4,0,47,1,107,117,4.4,2
34,0.12,1.9,3.2,5.2,31.4,13,4,0,50,1.1,113,107,4.5,2
33.5,0.11,1.7,3.3,5,31.3,18,4.3,0,51,1.1,117,110,4.9,3
33.2,0.13,2,3.7,5.8,30.1,11,3.3,0,53,0.7,111,100,2.6,4
32.3,0.18,1.8,4.3,6.2,29.5,16,3.3,0,55,0.9,114,103,3.9,4
31,0.16,1.2,4.1,5.4,29.1,8,2.9,0,60,0.9,120,123,3.5,2
30.2,0.17,1.1,4.6,5.8,28.7,12,2.1,0,63,0.8,104,93,2.5,7
29.9,0.17,0.9,5.2,6.2,28.2,13,2.2,0,65,0.9,96,96,3.3,7
29.5,0.15,1,4.8,5.8,27.7,14,2.3,0,67,0.7,105,115,2.5,3
29.3,0.14,0.8,4.3,5.2,28.8,15,2,0,67,0.8,98,98,1.8,1
29,0.12,0.6,4,4.6,29.2,6,1.3,0,68,1,90,107,1.4,2
29,0.11,0.6,3.5,4.1,28.8,6,1.7,0,68,0.8,94,90,2.4,1
28.6,0.1,0.6,2.5,3.1,26.3,8,1.9,0,72,1,79,57,1.9,1
28.5,0.09,0.5,2.8,3.3,23.6,8,1.6,0,71,1.5,69,79,1.5,5
28.3,0.08,0.5,4.6,5.1,21.9,9,1.5,0,72,0.9,93,126,1.8,3
27.7,0.08,0.3,3.6,3.9,21.1,5,1.2,0,74,0.7,96,90,1,2
27.6,0.1,0.5,4.1,4.7,20.8,15,1,0,74,0.7,118,62,1.3,3
28.2,0.13,1.2,4.5,5.8,21.2,10,0.5,0,72,0.6,136,171,1,4
29.5,0.14,1.3,4.2,5.5,26.7,7,0.4,0,65,0.6,14,112,1.2,0
30.8,0.14,0.8,3.5,4.3,31.9,9,0.7,0,61,0.7,70,40,1.4,0
32,0.16,1.2,2.9,4.1,36,13,0.6,0,58,0.5,57,112,1.9,0
33,0.15,1.1,3.3,4.5,35.1,11,0.7,0,55,0.8,73,48,2.4,3
34.1,0.15,1.2,3.8,5.1,35.3,10,1,0,50,0.9,31,131,2.7,3
34.9,0.13,1,2.8,3.8,36.2,11,2.6,0,45,1,111,125,3.5,4
34.7,0.11,0.8,2.4,3.2,37,16,3.3,0,48,1.4,121,113,3.9,3
34,0.11,0.8,2.7,3.5,36.7,16,2.4,0,50,1,109,128,3.1,9
34.4,0.12,0.8,2.8,3.7,37.3,9,3.2,0,48,0.7,116,126,3.9,6
33.5,0.13,1.1,2.9,4,35.9,12,3.3,0,50,0.9,116,111,3.6,3
32.1,0.15,1.3,3.6,4.9,31.6,8,3,0,53,0.9,111,114,4.1,4
31.1,0.16,0.8,4.6,5.4,31.4,8,2.3,0,56,0.9,116,125,3.1,3
30.2,0.15,0.6,4.4,5.1,31.2,10,2.3,0,61,0.7,108,107,3.2,2
29.8,0.14,0.7,4.4,5.2,28.7,10,2.5,0,64,0.7,77,87,2.5,2
29.5,0.14,0.5,4.7,5.3,25.9,6,1.8,0,66,0.6,91,84,2.1,3
29.2,0.12,0.5,4.1,4.7,25.8,5,1.9,0,66,0.7,81,74,2.1,2
29.3,0.1,0.5,3.7,4.2,26.4,4,1.6,0,66,0.4,82,70,0.9,2
29.2,0.1,0.2,4,4.2,24.7,20,1.5,0,67,0.6,91,119,1.8,2
29,0.09,0.2,2.6,2.9,25.5,3,1.3,0,68,0.5,103,115,1.2,3
28.9,0.08,0.4,2.6,3.1,24,8,1.1,0,69,0.9,99,103,1.5,3
28.8,0.09,0,2.5,2.6,23.6,9,1.4,0,70,0.7,89,94,1.3,0
28.7,0.09,0,2.5,2.4,21,8,1.8,0,73,0.5,89,98,2.3,0
28.7,0.1,0,2.8,2.9,19.9,6,1.9,0,73,0.5,113,116,2.1,0
29.2,0.14,0.7,4.9,5.7,17.7,6,1.9,0,73,0.6,107,115,2.2,2
30.3,0.21,2,5.7,7.8,20,7,1.8,0,69,0.4,107,84,1.9,2
31.9,0.23,2.3,5.6,8,22.9,11,1.9,0,62,0.7,108,117,2.7,2
33.1,0.15,1.8,3.6,5.5,25.6,8,3.4,0,56,0.7,123,122,4,1
34,0.13,1.4,3.2,4.6,28,12,3.4,0,52,0.3,121,111,4.3,0
34.9,0.13,1.5,3.4,5,27.2,10,3.6,0,48,0.1,125,111,3.6,0
35.3,0.13,1.1,3,4.2,26,10,3.8,0,46,0.3,125,119,4.7,1
35.3,0.12,1,2.6,3.7,23.1,6,4.2,0,46,0.6,121,120,4.8,0
34.9,0.11,1.1,2.6,3.8,22.3,8,4.8,0,48,0.9,122,112,5.1,0
34.4,0.11,1.4,2.8,4.3,19.5,9,4.5,0,49,0.6,115,116,5.3,1
33.7,0.11,1.6,2.8,4.5,17.3,7,4.8,0,53,0.3,127,133,4.8,0
32.7,0.13,1.9,3.1,5,13.1,7,4.7,0,56,0.2,130,131,4.7,0
31.7,0.17,1.8,3.6,5.5,10.3,7,2.9,0,60,0.2,118,83,2.1,1
31.1,0.18,1.5,4.6,6.1,10.5,10,2.1,0,63,0.3,100,102,2.5,1
30.8,0.16,1.4,4.2,5.6,10.4,8,1.6,0,65,0.2,112,121,2.3,1
30.6,0.13,0.7,3.7,4.4,10.9,8,1.7,0,65,0.1,111,125,1.8,3
30.1,0.12,0.5,4.6,5.1,9.3,9,1.5,0,69,0.1,114,112,2.3,3
29.5,0.11,0.5,4,4.5,9.7,7,1.8,0,73,0.3,103,120,1.7,2
29.4,0.1,0.2,3.2,3.5,11.3,8,1.4,0,72,0.3,84,145,1.1,11
28.8,0.09,0.1,2.2,2.4,11.3,5,0.9,0,75,0.3,174,159,0.9,6
28.7,0.08,0.1,3.1,3.3,9,8,1.1,0,77,0.4,121,139,1.7,0
28.2,0.08,0.4,3.6,4.1,8.4,7,1.3,0,78,1.2,161,127,1.4,0
28.1,0.08,0.5,3.4,4,6.6,7,1.4,0,79,1.4,166,134,1.1,0
28.3,0.11,0.9,4.4,5.3,5.8,10,0.9,0,79,1.4,91,107,1.1,0
28.9,0.14,3.1,5,8.2,7.2,9,1,0,76,1.2,98,122,1.6,0
30.4,0.18,4,4.2,8.3,9.8,9,0.6,0,70,1.3,51,15,1.7,2
31.6,0.21,3.8,4.6,8.5,12.7,17,1.3,0,64,1.3,65,58,1.7,3
32.5,0.18,4.4,4.6,9,16.9,12,1.4,0,61,1.5,2,346,2.6,4
33.6,0.13,3.2,4.2,7.5,20.9,11,1.5,0,56,1.5,1,6,3.1,4
34.1,0.13,2.8,3.9,6.7,22.6,13,1.8,0,53,1.3,2,46,2.9,4
33.6,0.15,2.6,4.4,7,21.2,10,1.8,0,55,1.6,12,0,2.7,7
33.6,0.14,3.1,4.6,7.7,18.2,12,1.7,0,55,1.5,15,357,2.9,7
31.6,0.15,3.2,5.3,8.6,15.4,18,1.7,0,66,1.7,6,355,2.2,5
31.9,0.15,3.4,5.9,9.3,13.1,18,1.1,0,62,1.6,3,8,2.1,3
31,0.23,2.8,7.6,10.4,11,14,1,0,65,1.3,87,116,2.7,6
30.1,0.18,1.9,5.7,7.7,12,17,2.4,0,68,1.3,116,99,1.8,6
29.9,0.17,1.4,4.7,6.2,12.5,19,1.7,0,69,1.3,118,139,2.7,1
29.7,0.12,0.7,2.8,3.6,13.8,20,2.4,0,70,1.4,135,115,1.7,2
29.4,0.12,0.6,3.7,4.4,12.6,19,1.1,0,73,1.2,112,122,1.2,5
28.9,0.11,0.6,2.9,3.5,11.4,11,1.9,0,74,1.4,152,183,2.1,8
28.3,0.11,0.7,3.6,4.4,8.8,20,1.3,0.5,78,1.4,188,354,1,4
27.8,0.1,0.6,3.6,4.2,8.4,12,1,0,81,1.2,196,177,1.5,4
27.7,0.1,0.6,3.2,3.9,7.6,12,1.4,0,81,1.6,152,186,2,8
27.3,0.08,0.9,2.9,3.8,8.1,15,1.7,0,83,1.3,175,158,1.7,6
27.1,0.09,0.8,3.1,4,6.8,11,1.7,0,84,1.1,180,161,1.6,7
27,0.21,1.4,3.8,5.2,7.7,21,1.9,0,84,1,192,177,2,6
27.4,0.28,3.4,4.4,7.9,7,23,1.9,0,82,1,184,193,2.2,9
28.5,0.24,6.6,4.7,11.3,9.1,21,1.9,0,79,1.2,195,176,2.3,7
30.1,0.23,4.7,4,8.7,14.8,32,1.3,0,72,1.2,4,42,2.5,10
31.1,0.18,3.2,3.8,7,18.3,31,1.8,0,66,1.3,14,17,2.8,12
31.7,0.16,2.7,3.7,6.4,20,41,2,0,61,1.4,5,48,2.5,11
32.5,0.16,2.5,3.6,6.2,22.5,36,2,0,57,1.4,14,340,3.9,13
31.7,0.17,2.8,4.4,7.2,21.1,34,1.4,0,61,1.4,23,354,3.3,11
31.1,0.13,2,3.2,5.2,21,25,2.5,2.5,61,1.4,345,342,3,11
27.9,0.17,3.8,6.5,10.4,18,14,1.5,0,80,1.3,169,163,2.7,6
28.7,0.22,4.1,5.9,10.1,19.8,18,1,0.5,78,1.4,211,262,1.2,8
28.3,0.22,3,10.7,13.7,13.6,24,0.8,3,82,1.7,303,155,1.3,11
27.9,0.33,5,12.7,17.8,8.8,14,0.9,0,86,1.1,184,206,1.4,9
28,0.51,4.4,16.7,21.2,5.9,21,0.7,4,86,1.2,179,141,2.1,8
27.1,0.4,3.1,13.5,16.6,7.6,12,0.5,6.5,90,1.2,160,157,1,5
26.6,0.33,2.1,10.8,13,10.3,11,0,10,91,1.1,331,331,1.1,3
26.4,0.19,1.3,7,8.3,12.4,9,0.9,7.5,89,1.2,169,137,1.5,3
26.1,0.16,1.1,6.5,7.7,11.6,7,0.8,0,92,1,189,205,0.7,1
26.2,0.17,1.1,7.5,8.6,8.4,5,0.6,5.5,93,1,217,194,1.1,1
26.4,0.15,0.8,6.7,7.5,9.8,8,0.6,9.5,93,0.8,165,317,1.1,5
26.8,0.14,0.5,5.3,5.9,12.1,6,0.2,6.5,93,0.8,164,135,1.2,3
26.7,0.12,0.5,4.3,4.8,12.4,2,0.7,1,93,0.8,202,232,0.8,0
26.7,0.12,1.2,5.4,6.6,9.4,5,0.5,1,93,1.6,185,254,0.3,0
26.8,0.11,0.9,5,6,10.3,5,0.5,0.5,93,1.2,278,289,1.3,3
27,0.12,1.1,4.7,5.8,12.7,4,0.6,0.5,92,1.4,274,262,0.7,2
27.1,0.18,2,6.1,8.2,10.3,7,0.3,8.5,93,1.3,191,256,0.4,3
27.2,0.29,3.9,8,11.9,10.8,5,0.7,11.5,92,1.3,72,353,1.6,4
27.7,0.31,3.6,6.6,10.3,13.6,10,1.2,1.5,90,1.3,343,345,2.9,9
28.4,0.2,3.1,4.8,8,16.8,13,1.9,4.5,86,1.3,352,353,2.5,6
30.2,0.15,3.2,3.5,6.8,19,21,1.7,0,76,1,6,32,2.4,8
30.7,0.15,2.9,3.1,6.1,19.1,18,1.8,0,74,1.2,14,4,3.1,7
30.5,0.16,2.9,3.2,6.2,19,14,1.8,4,75,1.4,356,3,2.2,8
31.3,0.14,2.7,3.4,6.1,19,22,1.6,0,71,1.3,10,12,2,6
30.1,0.17,2.9,4.4,7.3,17.7,13,1,1.5,78,1,17,31,1.4,3
29,0.22,3.5,6.8,10.3,15.7,9,0.8,3,83,1.3,330,4,1.2,2
28.8,0.23,3.5,6.3,9.8,14.3,11,1,1.5,84,1.3,8,7,1.4,4
28.3,0.23,2.7,5,7.7,14.4,9,1.2,3,85,1.1,12,57,0.9,3
28.6,0.33,3,9,12.1,10.6,21,0.8,0,84,1.3,18,15,1.6,7
28.8,0.26,2.1,7.6,9.7,12.8,22,1.4,0.5,83,1.1,1,11,1.6,9
28.5,0.24,2.1,6.7,8.9,14.4,25,0.5,0,83,1.2,120,138,1.2,7
28.5,0.2,1.5,5.8,7.3,14.8,25,0.2,0,83,1.2,43,334,1.2,4
28,0.21,1.3,7.4,8.7,11.7,18,0.1,0.5,86,1,163,274,0.4,9
27.3,0.23,1.6,9,10.6,8.6,12,0.9,6,91,1.4,198,220,1.1,8
27,0.2,1.2,7.4,8.6,9.7,11,0.4,3,92,1.6,212,340,1.3,13
26.8,0.17,1.1,6.3,7.4,12.2,7,0.6,5.5,93,1.4,261,209,0.7,7
26.8,0.15,0.8,5.1,5.9,13.3,5,1.1,2,93,1,146,125,2.2,4
26.8,0.12,0.4,4.2,4.7,16.1,7,0.5,4.5,93,0.6,272,226,0.8,0
27,0.12,0.6,5.2,5.9,14.7,9,0.9,0.5,93,0.7,150,139,1.6,1
27.1,0.21,0.6,6.2,6.9,14,12,0.6,1,92,0.8,169,193,1,1
27.3,0.37,1.7,10.1,11.9,10.9,10,0.3,2,92,0.8,143,311,0.7,2
28.3,0.4,2.9,11.7,14.7,12.4,23,0.4,0,85,0.9,337,281,0.8,5
29.2,0.59,5,10.1,15.2,15.2,18,1.3,0,77,1,348,332,2.1,7
29.5,0.29,2.8,7.2,10.1,18.2,21,2.4,0,75,1,341,346,3.2,9
27.7,0.28,1.6,10.3,12,13.1,17,1.7,11,89,0.9,309,312,1.8,7
26.5,0.24,0.9,9.9,10.8,15.5,12,1.1,5,93,0.8,311,266,1.2,4
26.6,0.23,1.2,11,12.2,17.2,6,1.1,0,90,0.9,235,232,1.7,3
27,0.21,1.1,8.9,10,17.7,12,0.6,0,89,0.9,232,175,1,4
27.1,0.15,0.8,8,8.9,19.1,13,0.9,0.5,90,1,280,300,1.4,4
26.8,0.11,0.5,5.2,5.8,21.1,10,1.3,4.5,93,0.7,298,322,1.2,4
27,0.08,0.5,4.1,4.6,21.4,9,1.3,9,92,1,350,327,1.7,9
27.5,0.04,0.4,2,2.5,23.2,23,2.6,1,88,0.7,292,278,3.6,6
27.3,0.05,0.6,1.6,2.2,22.3,21,2.3,1,89,1.1,284,288,3,3
27.2,0.05,0.3,2.4,2.8,18.6,20,2.6,0.5,89,1.6,279,278,2.9,3
26.8,0.09,0.3,3,3.3,17,8,2.7,17,91,1.7,295,329,3.6,2
26.3,0.09,0.4,2.8,3.2,19.8,4,2.1,8,93,1.7,277,284,2.6,0
25.7,0.08,0.5,3.7,4.2,23.5,3,2.2,46,95,1.7,315,293,1.7,0
26,0.12,0.9,5.5,6.4,21.3,9,1.5,2,93,2,280,275,2.9,0
25.9,0.1,1,5.1,6.2,23.7,10,2.5,16,92,1.8,308,273,2.8,0
25.5,0.13,1.1,5.9,7.1,28,5,1.9,2,91,1.8,263,264,3.1,3
26,0.11,1.3,6.2,7.5,26.2,6,2.4,1,90,2.3,270,273,2.8,4
26.2,0.09,1.4,5.9,7.3,25.8,10,2.2,1,89,2,272,270,3.1,1
26.5,0.09,1.4,4.4,5.8,27.6,6,2.7,1.5,88,2,278,282,3,1
26.7,0.09,1.1,4.4,5.5,28.9,11,2.3,0.5,87,1.9,273,294,2.9,5
28.5,0.1,1.6,4.1,5.7,31,10,1.3,0,76,1.8,258,283,2.6,5
29.9,0.13,1.8,4.2,6.1,30,10,1.3,0,68,2.2,240,239,2.4,4
30.2,0.15,2,5.2,7.2,27.6,11,1.8,0,65,1.9,219,268,1.7,3
30.3,0.15,1.7,6.6,8.4,25.6,14,1.7,0,62,1.7,229,222,2.7,4
30.5,0.14,0.9,6.6,7.6,26.4,10,1.6,0,59,2.2,234,263,2.1,4
31,0.11,0.8,5.6,6.5,27.5,11,1.3,0,56,2.1,267,223,2.8,3
31.2,0.14,0.5,5.8,6.4,28.6,9,1,0,54,2.2,276,248,1.6,2
30.4,0.33,0.9,14.7,15.6,17.8,5,0.6,0,59,1.9,32,340,1.9,1
29.4,0.26,0.9,12.2,13.2,14.1,12,0.7,0,64,2.5,311,271,0.6,2
28.8,0.19,0.8,10.3,11.2,15.6,14,1.1,0,70,2.4,306,279,2.2,4
28.2,0.21,0.5,8.4,8.9,23.7,23,1.6,0,81,2.3,301,221,1,6
27.3,0.14,0.3,7,7.4,24.2,14,0.7,0,89,1.9,290,336,1.4,7
27.5,0.14,0.6,6.9,7.5,22.3,22,1.3,0,85,2.1,282,237,1.8,8
27.8,0.09,0.4,4.7,5.1,22.9,17,0.1,0,79,1.4,322,221,1.5,7
28.4,0.07,0.2,3,3.3,26.2,11,0.8,0,72,1,323,315,0.9,4
28,0.08,0.4,2.3,2.8,24.5,9,1.6,0,74,1,299,278,2.5,2
29.1,0.13,0.8,3.1,3.9,25.6,12,1.4,0,67,0.9,244,254,1.9,3
30.5,0.12,0.9,3.8,4.7,30.8,11,1.3,0,61,1.2,255,256,1.8,2
32,0.1,1.5,3.5,5,34.8,10,2.1,0,57,1.3,271,279,2.9,4
